TEMPO_VIVE_NA_RUA;CONTATO_PARENTE_FORA_RUAS;DATA_NASCIMENTO;IDADE;SEXO;AUXILIO_BRASIL;POP_RUA;GRAU_INSTRUCAO;COR_RACA;Faixa da renda familiar per capita;VAL_REMUNERACAO_MES_PASSADO;CRAS;REGIONAL;FAIXA_DESATUALICACAO_CADASTRAL;MES_ANO_REFERENCIA
Entre cinco e dez anos;Nunca;12/03/1953;68;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;25/05/1975;46;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;25/08/1981;40;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;10/10/1985;36;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;acima de 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;29/04/1976;45;MASCULINO;NAO;SIM;Fundamental completo;Preta;Entre R$105.01 ate R$210.00;150;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;30/01/1961;61;MASCULINO;NAO;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;15/09/1968;53;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Acima de 0.5 Salario Minimo;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;13 a 18 Meses;01/03/2022
Mais de dez anos;Quase nunca;09/11/1965;56;FEMININO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Nunca;27/08/1955;66;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;25 a 36 Meses;01/03/2022
Entre um e dois anos;Nunca;23/10/1975;46;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;acima de 48 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;10/08/1977;44;MASCULINO;NAO;SIM;Medio completo;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;13/03/1962;59;MASCULINO;NAO;SIM;Medio completo;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;09/06/1958;63;MASCULINO;NAO;SIM;Sem instrucao;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Todo ano;05/03/1983;39;MASCULINO;NAO;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Todo mes;20/11/1966;55;MASCULINO;NAO;SIM;Fundamental completo;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;28/08/1959;62;MASCULINO;NAO;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;29/08/1965;56;MASCULINO;NAO;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;21/05/1965;56;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;PAMPULHA;25 a 36 Meses;01/03/2022
Mais de dez anos;Todo mes;17/09/1975;46;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;05/12/1978;43;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS SANTA ROSA;PAMPULHA;acima de 48 Meses;01/03/2022
Ate seis meses;Nunca;22/05/1970;51;MASCULINO;NAO;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;24/08/1969;52;MASCULINO;NAO;SIM;Sem instrucao;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;09/08/1989;32;MASCULINO;NAO;SIM;Medio incompleto;Branca;Ate R$105.00;50;CRAS VILA SENHOR DOS PASSOS;NOROESTE;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;09/04/1971;50;FEMININO;NAO;SIM;Sem instrucao;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;11/03/1968;54;MASCULINO;NAO;SIM;Sem instrucao;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;10/11/1962;59;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;02/06/1978;43;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Entre R$105.01 ate R$210.00;200;CRAS VILA NOSSA SENHORA DE FATIMA;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;16/04/1951;70;MASCULINO;NAO;SIM;Medio completo;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;01/03/2022
Ate seis meses;Todo mes;02/04/1961;60;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Quase nunca;10/08/1955;66;MASCULINO;NAO;SIM;Medio incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Todo mes;04/12/1978;43;MASCULINO;NAO;SIM;Fundamental completo;Preta;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;acima de 48 Meses;01/03/2022
Entre um e dois anos;Todo mes;27/10/1964;57;MASCULINO;NAO;SIM;Fundamental completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;29/04/1960;61;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;acima de 48 Meses;01/03/2022
Ate seis meses;Nunca;27/10/1964;57;FEMININO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;BARREIRO;25 a 36 Meses;01/03/2022
Entre um e dois anos;Nunca;30/12/1969;52;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;25/03/1955;66;FEMININO;NAO;SIM;Sem instrucao;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;NORDESTE;13 a 18 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;04/04/1978;43;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;CRAS PROVIDENCIA;NORTE;acima de 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;17/11/1982;39;MASCULINO;NAO;SIM;Medio incompleto;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;28/09/1978;43;MASCULINO;NAO;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;ate 12 Meses;01/03/2022
Mais de dez anos;Todo mes;01/11/1975;46;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;acima de 48 Meses;01/03/2022
Mais de dez anos;Todo dia;13/12/1952;69;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Acima de 0.5 Salario Minimo;0;CRAS VILA NOSSA SENHORA DE FATIMA;CENTRO SUL;ate 12 Meses;01/03/2022
Mais de dez anos;Todo mes;02/10/1967;54;MASCULINO;NAO;SIM;Fundamental completo;Branca;Ate R$105.00;50;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;23/01/1979;43;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;60;ENDERECO FORA AREA CRAS;NORDESTE;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;21/05/1988;33;FEMININO;NAO;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;04/05/1965;56;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;13 a 18 Meses;01/03/2022
Entre dois e cinco anos;Nunca;28/04/1977;44;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;28/08/1947;74;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;NORDESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Nunca;12/07/1942;79;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre um e dois anos;Nunca;12/05/1973;48;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Ate seis meses;Nunca;26/08/1947;74;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;NOROESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;18/03/1972;49;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;50;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;25/07/1955;66;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;14/07/1960;61;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;01/03/2022
Entre um e dois anos;Todo mes;24/05/1978;43;MASCULINO;NAO;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;05/11/1974;47;MASCULINO;NAO;SIM;Medio completo;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;28/08/1985;36;MASCULINO;NAO;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NOROESTE;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;29/09/1946;75;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;25/01/1962;60;MASCULINO;NAO;SIM;Medio completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;16/07/1989;32;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Todo ano;15/08/1957;64;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;NORDESTE;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Todo ano;25/07/1983;38;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;19 a 24 Meses;01/03/2022
Entre cinco e dez anos;Nunca;26/01/1979;43;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Quase nunca;25/10/1961;60;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;13 a 18 Meses;01/03/2022
Entre seis meses e um ano;Toda semana;20/07/1970;51;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;100;ENDERECO FORA AREA CRAS;LESTE;acima de 48 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;02/09/1953;68;MASCULINO;NAO;SIM;Fundamental completo;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Ate seis meses;Nunca;26/03/1985;36;MASCULINO;NAO;SIM;Medio incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Nunca;17/09/1977;44;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;80;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Todo mes;22/07/1988;33;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;06/08/1984;37;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Entre R$210.01 ate 0.5 Salario Minimo;400;ENDERECO FORA AREA CRAS;PAMPULHA;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;11/03/1955;67;FEMININO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;05/06/1962;59;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Toda semana;14/08/1956;65;MASCULINO;NAO;SIM;Fundamental completo;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;OESTE;25 a 36 Meses;01/03/2022
Entre um e dois anos;Nunca;21/07/1982;39;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;CRAS APOLONIA;VENDA NOVA;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;11/02/1955;67;MASCULINO;NAO;SIM;Sem instrucao;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;19 a 24 Meses;01/03/2022
Entre dois e cinco anos;Nunca;28/01/1982;40;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre cinco e dez anos;Nunca;28/08/1986;35;MASCULINO;NAO;SIM;Medio completo;Parda;Entre R$210.01 ate 0.5 Salario Minimo;522;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre um e dois anos;Nunca;03/04/1972;49;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;60;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;10/03/1972;50;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;270;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;06/09/1981;40;MASCULINO;NAO;SIM;Fundamental completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;22/11/1973;48;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;70;ENDERECO FORA AREA CRAS;NOROESTE;acima de 48 Meses;01/03/2022
Entre seis meses e um ano;Todo mes;05/04/1970;51;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Acima de 0.5 Salario Minimo;800;CRAS VILA SENHOR DOS PASSOS;NOROESTE;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;10/06/1978;43;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre dois e cinco anos;Todo mes;02/02/1991;31;MASCULINO;NAO;SIM;Medio incompleto;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Ate seis meses;Quase nunca;07/11/1956;65;FEMININO;NAO;SIM;Fundamental incompleto;Branca;Acima de 0.5 Salario Minimo;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;13/02/1957;65;MASCULINO;NAO;SIM;Sem instrucao;Parda;Acima de 0.5 Salario Minimo;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;13 a 18 Meses;01/03/2022
Entre dois e cinco anos;Todo ano;11/06/1953;68;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Nunca;05/12/1956;65;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;50;CRAS ARTHUR DE SA   UNIAO;NORDESTE;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Nunca;23/09/1969;52;MASCULINO;NAO;SIM;Fundamental incompleto;Nao Informado;Ate R$105.00;0;ENDERECO FORA AREA CRAS;BARREIRO;acima de 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;19/02/1973;49;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;31/01/1951;71;MASCULINO;NAO;SIM;Superior incompleto ou mais;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;OESTE;25 a 36 Meses;01/03/2022
Ate seis meses;Toda semana;30/10/1971;50;MASCULINO;NAO;SIM;Fundamental completo;Parda;Acima de 0.5 Salario Minimo;0;CRAS ARTHUR DE SA   UNIAO;NORDESTE;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;01/02/1974;48;MASCULINO;NAO;SIM;Fundamental completo;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;27/12/1983;38;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;BARREIRO;37 a 48 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;30/04/1962;59;FEMININO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;19/01/1970;52;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Entre R$210.01 ate 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;OESTE;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Nunca;03/02/1960;62;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre seis meses e um ano;Nunca;25/08/1975;46;MASCULINO;NAO;SIM;Sem instrucao;Parda;Ate R$105.00;60;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Mais de dez anos;Nunca;10/07/1976;45;MASCULINO;NAO;SIM;Sem instrucao;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Ate seis meses;Nunca;17/03/1957;64;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;1345;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre seis meses e um ano;Todo ano;04/02/1993;29;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Mais de dez anos;Nunca;28/01/1980;42;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;OESTE;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Nunca;25/05/1955;66;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Acima de 0.5 Salario Minimo;0;CRAS VILA SENHOR DOS PASSOS;NOROESTE;25 a 36 Meses;01/03/2022
Entre seis meses e um ano;Todo mes;12/10/1964;57;MASCULINO;NAO;SIM;Medio completo;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;17/04/1972;49;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;NORDESTE;25 a 36 Meses;01/03/2022
Mais de dez anos;Quase nunca;06/11/1963;58;FEMININO;NAO;SIM;Medio incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;06/06/1979;42;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;30;ENDERECO FORA AREA CRAS;NOROESTE;37 a 48 Meses;01/03/2022
Ate seis meses;Todo dia;07/07/1985;36;FEMININO;NAO;SIM;Fundamental completo;Preta;Ate R$105.00;0;CRAS VILA BIQUINHAS;NORTE;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;23/03/1964;57;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;100;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Quase nunca;23/09/1967;54;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;acima de 48 Meses;01/03/2022
Entre cinco e dez anos;Todo ano;07/04/1963;58;MASCULINO;NAO;SIM;Fundamental completo;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;26/09/1970;51;MASCULINO;NAO;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre cinco e dez anos;Nunca;10/05/1976;45;MASCULINO;NAO;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;VENDA NOVA;acima de 48 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;20/07/1957;64;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;VENDA NOVA;25 a 36 Meses;01/03/2022
Mais de dez anos;Quase nunca;21/05/1955;66;FEMININO;NAO;SIM;Fundamental incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;14/09/1985;36;MASCULINO;NAO;SIM;Medio incompleto;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre dois e cinco anos;Quase nunca;02/04/1966;55;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Nunca;29/05/1992;29;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;50;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Quase nunca;20/10/1970;51;FEMININO;NAO;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;13 a 18 Meses;01/03/2022
Entre cinco e dez anos;Todo mes;05/08/1979;42;MASCULINO;NAO;SIM;Medio completo;Parda;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Ate seis meses;Toda semana;22/03/1949;72;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;LESTE;ate 12 Meses;01/03/2022
Mais de dez anos;Toda semana;03/02/1969;53;MASCULINO;NAO;SIM;Fundamental incompleto;Preta;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;37 a 48 Meses;01/03/2022
Entre um e dois anos;Quase nunca;24/09/1980;41;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Ate R$105.00;0;ENDERECO FORA AREA CRAS;CENTRO SUL;acima de 48 Meses;01/03/2022
Mais de dez anos;Nunca;27/02/1948;74;MASCULINO;NAO;SIM;Fundamental completo;Parda;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;25 a 36 Meses;01/03/2022
Entre cinco e dez anos;Nunca;17/11/1961;60;MASCULINO;NAO;SIM;Fundamental completo;Preta;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre dois e cinco anos;Toda semana;02/01/1956;66;MASCULINO;NAO;SIM;Fundamental incompleto;Parda;Acima de 0.5 Salario Minimo;1100;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
Entre seis meses e um ano;Quase nunca;06/12/1938;83;MASCULINO;NAO;SIM;Fundamental incompleto;Branca;Acima de 0.5 Salario Minimo;0;ENDERECO FORA AREA CRAS;CENTRO SUL;ate 12 Meses;01/03/2022
